date,open,high,low,close,volume,ao,cmo,fisht,macd,mom,ppo,roc,rsi,stc,stoch,trix,tsi,williams_r,ema,wma,er,psar,tr,donchian,tp,Position,Action,Holdings,Cash,Balance,Returns
2019-12-01 15:21:00,150.2,150.29,150.06,150.383416814336,288.739,0.25394118,14.566920308685264,-0.89261303,0.12492845,-0.21,0.08326921,-0.00665646,56.60403833,99.23,42.22222222,0.0084848592365292,13.02855441,-57.77777778,149.9295185376473,150.17866667,0.28767123,150.38341681,0.34597533,150.255,150.24447227,1,1,97598.83751250406,114.98289374746673,97713.82040625153,-0.022861795937484712
2019-12-01 20:20:00,150.15,150.2,150.1,150.4508968064,256.563,0.02505882,-2.6615568286155016,-1.28555268,0.0394231,0.0,0.02624755,0.01997736,50.26942859,80.54,34.69387755,0.004865700383092,7.44941887,-65.30612245,150.16618938304134,150.236,0.0,150.45089681,0.37776256,150.275,150.25029894,-1,-1,-97642.63202735361,195400.2469484547,97757.61492110109,0.00044819161370914765
2019-12-02 02:39:00,150.82,150.82,150.62,150.9707362033005,303.536,-0.12652941,-20.486608132552945,-1.68534469,-0.01193356,-0.52,-0.00791567,-0.21858647,43.67518849,0.0,18.46153846,0.007329913397031,-1.92402028,-81.53846154,150.65282981722183,150.68333333,0.60465116,150.9707362,0.3795066,150.845,150.80357873,1,1,97376.12485112883,44.11430138384458,97420.23915251267,-0.0034511456612429724
2019-12-02 03:16:00,150.62,150.62,150.57,150.2824956035616,141.72,0.32929412,41.0818174632881,3.31885295,0.11924533,0.38,0.07934364,0.20626788,67.36808049,100.0,96.36363636,0.005859967797951,24.23221615,-3.63636364,150.17822133100384,150.48288889,0.46341463,150.2824956,0.39244697,150.505,150.49083187,-1,-1,-96932.20966429725,193908.53362997834,96976.32396568109,-0.004556703932297138
2019-12-02 06:18:00,147.37,147.45,147.13,146.86,404.294,-0.46958824,-16.67553201468394,-0.94268345,-0.19511251,-0.14,-0.13231494,-0.11536374,40.22240667,0.0,43.42105263,-0.0125278274468916,-30.83584529,-56.57894737,147.64265438370725,147.17377778,0.12068966,146.86,0.32,147.435,147.14666667,-1,0,-94724.70000000001,193908.53362997834,99183.83362997833,0.022763387742748935
2019-12-02 06:42:00,147.98,147.98,147.7,148.08519707910145,177.901,-0.13147059,-41.517171940208016,-1.63965714,-0.04305788,-0.25,-0.02909444,-0.25649679,34.76226882,0.0,22.0,0.0009036802127504,-10.43746595,-78.0,148.00203923605048,147.90422222,0.43859649,148.08519708,0.40291362,147.925,147.92173236,-1,0,-95514.95211602043,193908.53362997834,98393.5815139579,-0.00796754962072333
2019-12-02 07:32:00,148.01,148.01,147.74,148.01584199040002,527.922,-0.18532353,-5.004671806812779,-0.12505803,-0.04587246,-0.05,-0.03099748,-0.02702885,46.72594164,0.0,75.55555556,-0.0007791724520033,-14.20533527,-24.44444444,148.0112475444749,147.90822222,0.11627907,148.01584199,0.28412448,147.885,147.92194733,-1,0,-95470.21808380801,193908.53362997834,98438.31554617033,0.0004546438042411944
2019-12-02 14:46:00,148.22,148.23,148.22,147.89346611059628,313.551,0.19726471,27.895504431138768,2.36587058,0.0427393,0.21,0.02888105,0.25025364,59.93583803,100.0,80.76923077,-0.0025361872711042,6.12949093,-19.23076923,148.0038773295781,148.06933333,0.29577465,147.89346611,0.37362379,148.07,148.1144887,-1,0,-95391.2856413346,193908.53362997834,98517.24798864374,0.0008018467406259729
2019-12-02 15:27:00,147.99,147.99,147.82,148.14653429589697,184.736,-0.42655882,-34.841520553485736,-2.40122978,-0.14622403,-0.49,-0.09871299,-0.3437816,36.02198238,0.0,15.15151515,-0.0032883311495748,-22.3169464,-84.84848485,148.16759648304856,147.86488889,0.67123288,148.1465343,0.38878897,148.185,147.98551143,-1,0,-95554.51462085354,193908.53362997834,98354.0190091248,-0.001656856873811156
2019-12-02 19:20:00,147.43,147.43,147.25,147.06881856,258.195,-0.04355882,2.875734468987199,0.34981567,-0.05112332,-0.01,-0.03469396,-0.081378,48.70893739,97.16,59.18367347,-0.0074913073959906,-11.86849686,-40.81632653,147.4794352996084,147.28888889,0.01754386,147.06881856,0.367328,147.38,147.24960619,-1,0,-94859.3879712,193908.53362997834,99049.14565877833,0.007067597813049701
2019-12-03 03:10:00,149.34,149.34,149.26,149.0717604656589,90.666,0.19997059,30.09712167035554,3.12665522,0.06127912,0.07,0.04109076,0.07375126,61.82974964,100.0,71.42857143,0.0028411913418531,17.35100691,-28.57142857,149.07181099648358,149.226,0.22580645,149.07176047,0.30481765,149.24,149.22392016,-1,0,-96151.28550035,193908.53362997834,97757.24812962834,-0.013042995177369305
2019-12-03 12:46:00,147.29,147.31,147.2,147.35049600000002,204.027,0.02714706,13.516671157704064,0.45146406,0.00716554,0.13,0.00486714,0.05434413,54.70100585,99.4,72.0,-0.0013955324985238,1.8622849,-28.0,147.25360439246097,147.24533333,0.22033898,147.350496,0.1552,147.24,147.286832,-1,0,-95041.06992000001,193908.53362997834,98867.46370997833,0.01135686203930189
2019-12-03 19:23:00,148.28,148.28,148.2,148.15,331.846,0.21211765,20.38204059156262,-0.40977662,0.10513592,-0.02,0.07099709,-0.04046399,62.38799917,36.39,50.0,0.0119454315938145,31.97562188,-50.0,147.9185582680728,148.204,0.04761905,148.15,0.08,148.22,148.21,-1,0,-95556.75,193908.53362997834,98351.78362997834,-0.005215872448318357
2019-12-04 00:29:00,145.72,145.76,145.59,144.1916722523136,622.993,1.00976471,23.622088652328205,2.41624193,0.32180973,1.39,0.22199581,0.85144677,60.64519932,100.0,87.87878788,0.0076795369998369,18.32349226,-12.12121212,144.79366979171746,145.59133333,0.33174224,144.19167225,1.77036416,145.79,145.18055742,-1,0,-93003.62860274228,193908.53362997834,100904.90502723606,0.025959075707901187
2019-12-04 05:19:00,144.09,144.09,143.87,143.79,700.191,-0.07179412,-4.332412764405955,-0.58628986,-0.01610648,-0.22,-0.011186,-0.10409438,48.35293071,1.49,34.7826087,0.0028187640194293,-3.12458741,-65.2173913,143.97423002716468,143.93133333,0.19642857,143.79,0.23163406,144.01999999999998,143.91666667,-1,0,-92744.54999999999,193908.53362997834,101163.98362997835,0.002567552119219153
2019-12-04 06:48:00,144.48,144.5,144.38,144.17909510992382,634.84,0.15076471,34.588415996203906,2.0919467,0.05240042,0.33,0.03631425,0.28454438,63.59088113,95.05,85.96491228,0.0004237705104653,13.33558064,-14.03508772,144.28239604231547,144.40577778,0.67346939,144.17909511,0.36544988,144.425,144.3530317,-1,0,-92995.51634590086,193908.53362997834,100913.01728407748,-0.00248078749863013
2019-12-04 07:15:00,144.18,144.23,144.18,144.17578686480405,117.586,0.02917647,-8.343006948762326,0.53514839,0.01764569,0.02,0.01223319,0.02080588,47.93406496,99.79,30.0,0.0006702021786468,5.51414005,-70.0,144.26586623507006,144.27888889,0.05263158,144.17578686,0.07023167,144.27,144.19526229,-1,0,-92993.38252779862,193908.53362997834,100915.15110217972,2.114512240018519e-05
2019-12-04 08:59:00,145.3,145.3,145.22,145.652,323.498,-0.00097059,-30.06767055219007,0.26403162,0.00073086,-0.05,0.00050245,-0.04816624,39.21376517,93.94,14.89361702,0.0005349285050504,0.22766373,-85.10638298,145.45304264900892,145.47955556,0.05882353,145.652,0.44,145.44,145.39066667,-1,0,-93945.54,193908.53362997834,99962.99362997834,-0.009435228127808943
2019-12-04 11:49:00,145.24,145.26,145.22,145.489184,121.242,-0.28864706,-48.657836240141314,-2.37327084,-0.10169526,-0.26,-0.06988615,-0.22671063,29.43064286,57.62,16.66666667,-0.0059379524051526,-26.84859299,-83.33333333,145.6947498909005,145.35666667,0.38235294,145.489184,0.3244,145.435,145.32306133,-1,0,-93840.52368,193908.53362997834,100068.00994997834,0.0010505519711496653
2019-12-04 11:57:00,145.54,145.55,145.43,145.6781299072,380.053,-0.16411765,-32.02111215318644,-2.05733378,-0.06010124,-0.15,-0.04127114,-0.11675824,36.00971293,99.7,9.375,-0.0051970986772452,-18.28113486,-90.625,145.8067368270152,145.54333333,0.2238806,145.67812991,0.26588288,145.56,145.55270997,-1,0,-93962.39379014401,193908.53362997834,99946.13983983433,-0.0012178728267398268
2019-12-04 12:10:00,145.56,145.6,145.55,145.72915371016444,142.219,-0.14420588,-27.391687383826024,-2.42593835,-0.06420764,-0.3,-0.04406092,-0.19193858,38.71662878,100.0,13.15789474,-0.0058349411688538,-16.89661623,-86.84210526,145.96611930715073,145.59888889,0.78947368,145.72915371,0.20831827,145.75,145.62638457,-1,0,-93995.30414305607,193908.53362997834,99913.22948692227,-0.00032928088033016157
2019-12-04 12:56:00,145.81,145.87,145.81,145.7268949374762,187.331,-0.90388235,-25.30406648399104,0.33455512,-0.49287248,0.15,-0.3366907,0.11667811,34.0736629,100.0,53.06122449,-0.0705830845270378,-38.48957709,-46.93877551,147.27514859388126,145.88044444,0.23809524,145.72689494,0.16692028,145.95499999999998,145.80229831,-1,0,-93993.84723467215,193908.53362997834,99914.68639530618,1.4581736486725331e-05
2019-12-04 14:16:00,149.98,150.06,149.91,150.26,774.623,0.66626471,28.93202225467688,3.37328809,0.24610539,0.36,0.16443135,0.17356475,64.16753109,100.0,68.25396825,0.0133974349026754,31.61554329,-31.74603175,149.46820913430588,150.04644444,0.43902439,150.26,0.19450713,150.08499999999998,150.07666667,-1,0,-96917.7,193908.53362997834,96990.83362997834,-0.029263493394352493
2019-12-04 15:53:00,149.25,149.31,149.24,149.51070072627203,25.333,-0.01808824,8.19014504061847,-0.4949749,-0.0026314,0.11,-0.00176377,0.02010185,52.87449252,48.89,49.25373134,-0.001642950616633,-0.47063139,-50.74626866,149.21419721430382,149.18222222,0.07482993,149.51070073,0.29447992,149.275,149.35356691,-1,0,-96434.40196844547,193908.53362997834,97474.13166153287,0.004982924813269658
2019-12-04 17:36:00,149.38,149.4,149.37,149.53699999999998,145.473,0.11644118,-3.1003062515855384,0.26848656,0.05211515,-0.06,0.03489061,-0.02677018,51.52385318,99.37,40.74074074,0.0035799307743361,19.60467047,-59.25925926,149.32593870930052,149.44755556,0.17647059,149.537,0.17,149.45499999999998,149.43566667,-1,0,-96451.36499999999,193908.53362997834,97457.16862997835,-0.00017402598274405718
2019-12-04 20:14:00,149.81,149.83,149.79,149.52351770497833,202.49,0.49888235,42.120134922048855,2.71202024,0.34324363,0.28,0.22982805,0.32813232,70.48055981,0.0,94.31818182,0.0424067971544858,40.33857947,-5.68181818,148.67100041818813,149.80688889,0.7,149.5235177,0.35372988,149.82999999999998,149.7145059,-1,0,-96442.66891971102,193908.53362997834,97465.86471026731,8.922976535449261e-05
2019-12-05 01:01:00,145.47,145.55,145.47,145.62506799683285,37.765,-0.21579412,-28.847500417778445,-3.55355847,-0.0633666,-0.22,-0.04350248,-0.14407245,37.87282934,0.0,25.0,0.0003221486914114,-24.40853499,-75.0,145.63897375212443,145.53222222,0.61111111,145.625068,0.198835,145.70999999999998,145.548356,-1,0,-93928.1688579572,193908.53362997834,99980.36477202114,0.02579877651758983
2019-12-05 02:04:00,145.56,145.59,145.56,145.494,23.646,0.41832353,58.95329559360294,5.98323456,0.18313588,0.17,0.12606348,0.26863204,78.83992247,100.0,86.66666667,0.0147997452945397,61.54096797,-13.33333333,145.0574784696419,145.53822222,0.5862069,145.494,0.13,145.54500000000002,145.548,-1,0,-93843.63,193908.53362997834,100064.90362997833,0.0008455546061464841
2019-12-05 07:25:00,145.41,145.53,145.41,145.31151454175233,365.898,-0.04644118,12.133979960994088,1.42940706,-0.01688321,0.14,-0.01160808,0.08255934,52.65093601,73.21,79.31034483,-0.0031593095354799,-7.008315,-20.68965517,145.4891866713189,145.43911111,0.41176471,145.31151454,0.22987815,145.44,145.41717151,-1,0,-93725.92687943025,193908.53362997834,100182.60675054809,0.0011762677652196747
2019-12-05 08:03:00,145.39,145.4,145.31,145.60215214333675,599.373,-0.12861765,-29.00408510717451,-2.07898483,-0.05800615,-0.27,-0.03986241,-0.10307861,38.08187994,0.25,17.64705882,-0.0044639529793496,-15.97065381,-82.35294118,145.5958621391932,145.42422222,0.6,145.60215214,0.30307515,145.48000000000002,145.43738405,-1,0,-93913.38813245221,193908.53362997834,99995.14549752613,-0.0018711956007366973
2019-12-05 09:25:00,145.86,145.95,145.86,145.69380031999998,275.658,0.07973529,9.389438584313718,1.09969706,0.00146132,0.18,0.00100161,0.0,53.01130833,93.92,78.94736842,-0.0027628419106349,0.18765812,-21.05263158,145.9538864099874,145.91377778,0.225,145.69380032,0.270208,145.945,145.83460011,-1,0,-93972.50120639999,193908.53362997834,99936.03242357835,-0.0005911594373273219
2019-12-05 17:55:00,147.41,147.41,147.31,147.14579999999998,158.343,0.10738235,11.165797382693194,0.45722076,0.02627673,0.01,0.01783697,-0.0339144,54.75526337,5.75,57.14285714,0.0035580927753516,6.16258146,-42.85714286,147.287551801281,147.32733333,0.02702703,147.1458,0.27,147.565,147.2886,-1,0,-94909.04099999998,193908.53362997834,98999.49262997835,-0.009371392588715896
2019-12-05 20:41:00,148.23,148.27,148.16,148.4557952,739.199,0.15108824,2.172554965202264,-0.64094629,0.08483629,-0.05,0.05727304,0.1148571,53.82242979,97.3,43.39622642,0.0075332611547008,20.76283293,-56.60377358,148.022158519662,148.24644444,0.07042254,148.4557952,0.30812,148.32,148.29526507,-1,0,-95753.98790400001,193908.53362997834,98154.54572597833,-0.008534860952854668
2019-12-06 01:05:00,147.62,147.7,147.62,147.3123659008,358.279,0.23326471,33.02421427118137,1.77327488,0.03738099,0.44,0.02534484,0.31922842,62.02319846,94.13,82.75862069,-0.0052498022309779,8.37854162,-17.24137931,147.53528961006552,147.59533333,0.62857143,147.3123659,0.41875968,147.60000000000002,147.54412197,-1,0,-95016.47600601599,193908.53362997834,98892.05762396235,0.007513782398249371
2019-12-06 01:19:00,147.4,147.4,147.36,147.63,10.727,-0.10608824,-22.703933969938664,0.12182653,-0.05956765,-0.1,-0.04037824,-0.01356944,40.11276092,85.22,18.75,-0.0070429548827051,-13.62180629,-81.25,147.6025494459181,147.46777778,0.19230769,147.63,0.27,147.49,147.46333333,-1,0,-95221.34999999999,193908.53362997834,98687.18362997835,-0.002071693105659063
2019-12-06 01:42:00,147.67,147.94,147.67,148.2,709.698,0.0405,0.1868196983781506,0.59767905,0.02331357,0.18,0.01576637,0.04735809,50.55216603,52.45,39.62264151,0.0014992637449335,3.99840212,-60.37735849,147.82845096039196,147.91777778,0.18367347,148.2,0.27,147.935,147.93666667,-1,0,-95588.99999999999,193908.53362997834,98319.53362997835,-0.0037254077629621666
2019-12-06 01:53:00,147.7,147.78,147.7,148.07500879781546,19.478,-0.09117647,-14.119454248771977,-2.54133432,-0.01054798,-0.37,-0.00713412,-0.2362949,45.61479429,0.0,12.06896552,0.0045203913181456,-1.62229421,-87.93103448,147.8041644609266,147.78488889,0.56923077,148.0750088,0.39894553,147.99,147.8516696,-1,0,-95508.38067459097,193908.53362997834,98400.15295538737,0.0008199726181821126
2019-12-06 02:38:00,147.61,147.61,147.57,147.78,8.089,0.01229412,-14.398054914375296,-0.78879519,0.0142635,-0.13,0.0096582,-0.08799242,45.80686219,9.43,16.0,0.0025777158530183,3.17064669,-84.0,147.63757007820286,147.69466667,0.20634921,147.78,0.21198547,147.695,147.65333333,-1,0,-95318.1,193908.53362997834,98590.43362997833,0.0019337436871386918
2019-12-06 06:21:00,147.37,147.37,147.32,147.21146043078002,23.39,0.12247059,4.643321435758444,2.07386569,0.02448631,0.07,0.01662379,0.0,52.1326978,100.0,60.86956522,-0.0013279015013088,8.00357399,-39.13043478,147.31926880291817,147.34666667,0.18918919,147.21146043,0.18561315,147.365,147.30048681,-1,0,-94951.39197785311,193908.53362997834,98957.14165212522,0.003719509171885704
2019-12-06 08:42:00,147.24,147.24,147.14,147.314392,160.843,0.18502941,2.437121371672617,-1.29723897,0.10868905,-0.15,0.07387577,-0.04074426,54.74281445,53.28,30.76923077,0.0139363159754607,21.7512521,-69.23076923,146.96799946855552,147.23622222,0.2238806,147.314392,0.1868,147.25,147.231464,-1,0,-95017.78284,193908.53362997834,98890.75078997834,-0.0006709052124835844
2019-12-06 08:43:00,147.2,147.24,147.2,147.3268,223.171,0.21935294,7.368131290444799,-1.01235106,0.12072216,-0.08,0.08205804,-0.04752206,56.51012175,76.2,42.30769231,0.0141556145305595,23.80752072,-57.69230769,146.95853005910882,147.25,0.11764706,147.3268,0.14,147.25,147.2556,-1,0,-95025.786,193908.53362997834,98882.74762997834,-8.092930770633786e-05
2019-12-07 00:09:00,148.7,148.75,148.7,148.56158140825602,10.117,0.245,20.54326383913028,2.68192193,0.09261822,0.29,0.06233855,0.24260395,59.80896539,100.0,76.5625,0.0030624721961797,20.59324275,-23.4375,148.50849819032297,148.74511111,0.3258427,148.56158141,0.24350999,148.78,148.67052714,-1,0,-95822.22000832514,193908.53362997834,98086.3136216532,-0.008054327245288734
2019-12-07 10:45:00,147.45,147.48,147.44,147.67767794395476,304.001,-0.21452941,-60.15378334888689,-3.26950526,-0.0940251,-0.16,-0.06367297,-0.12190992,23.58494231,0.0,13.63636364,-0.0061146788222345,-43.91878288,-86.36363636,147.75672058415847,147.53,0.57142857,147.67767794,0.27008857,147.66,147.53255931,-1,0,-95252.10227385082,193908.53362997834,98656.43135612752,0.005812408616694734
2019-12-07 12:42:00,147.92,147.92,147.88,148.0261072820552,328.938,0.09470588,-1.6691458823277827,-1.67257669,0.04637582,-0.16,0.03136278,-0.12830902,52.48046292,67.37,23.07692308,0.0056481205419128,16.06357077,-76.92307692,147.81151854266614,147.90511111,0.61538462,148.02610728,0.16316009,147.96,147.94203576,-1,0,-95476.8391969256,193908.53362997834,98431.69443305273,-0.0022779753938548274
