date,open,high,low,close,volume,ao,cmo,fisht,macd,mom,ppo,roc,rsi,stc,stoch,trix,tsi,williams_r,ema,wma,er,psar,tr,donchian,tp,Position,Action,Holdings,Cash,Balance,Returns
2019-12-01 15:21:00,150.2,150.29,150.06,150.383416814336,288.739,0.25394118,14.566920308685264,-0.89261303,0.12492845,-0.21,0.08326921,-0.00665646,56.60403833,99.23,42.22222222,0.0084848592365292,13.02855441,-57.77777778,149.9295185376473,150.17866667,0.28767123,150.38341681,0.34597533,150.255,150.24447227,1,0,102260.72343374847,25.456160000001546,102286.17959374847,0.022861795937484712
2019-12-01 20:20:00,150.15,150.2,150.1,150.4508968064,256.563,0.02505882,-2.6615568286155016,-1.28555268,0.0394231,0.0,0.02624755,0.01997736,50.26942859,80.54,34.69387755,0.004865700383092,7.44941887,-65.30612245,150.16618938304134,150.236,0.0,150.45089681,0.37776256,150.275,150.25029894,-1,-1,-102306.60982835201,204638.67581670402,102332.06598835201,0.00044860796234436924
2019-12-02 02:39:00,150.82,150.82,150.62,150.9707362033005,303.536,-0.12652941,-20.486608132552945,-1.68534469,-0.01193356,-0.52,-0.00791567,-0.21858647,43.67518849,0.0,18.46153846,0.007329913397031,-1.92402028,-81.53846154,150.65282981722183,150.68333333,0.60465116,150.9707362,0.3795066,150.845,150.80357873,-1,0,-102660.10061824434,204638.67581670402,101978.57519845969,-0.003454350173410579
2019-12-02 03:16:00,150.62,150.62,150.57,150.2824956035616,141.72,0.32929412,41.0818174632881,3.31885295,0.11924533,0.38,0.07934364,0.20626788,67.36808049,100.0,96.36363636,0.005859967797951,24.23221615,-3.63636364,150.17822133100384,150.48288889,0.46341463,150.2824956,0.39244697,150.505,150.49083187,-1,0,-102192.0970104219,204638.67581670402,102446.57880628212,0.004589234620229382
2019-12-02 06:18:00,147.37,147.45,147.13,146.86,404.294,-0.46958824,-16.67553201468394,-0.94268345,-0.19511251,-0.14,-0.13231494,-0.11536374,40.22240667,0.0,43.42105263,-0.0125278274468916,-30.83584529,-56.57894737,147.64265438370725,147.17377778,0.12068966,146.86,0.32,147.435,147.14666667,1,1,104711.18000000001,62.69581670401385,104773.87581670402,0.02271717647909572
2019-12-02 06:42:00,147.98,147.98,147.7,148.08519707910145,177.901,-0.13147059,-41.517171940208016,-1.63965714,-0.04305788,-0.25,-0.02909444,-0.25649679,34.76226882,0.0,22.0,0.0009036802127504,-10.43746595,-78.0,148.00203923605048,147.90422222,0.43859649,148.08519708,0.40291362,147.925,147.92173236,-1,-1,-105584.74551739934,211232.1868515027,105647.44133410335,0.008337627205159258
2019-12-02 07:32:00,148.01,148.01,147.74,148.01584199040002,527.922,-0.18532353,-5.004671806812779,-0.12505803,-0.04587246,-0.05,-0.03099748,-0.02702885,46.72594164,0.0,75.55555556,-0.0007791724520033,-14.20533527,-24.44444444,148.0112475444749,147.90822222,0.11627907,148.01584199,0.28412448,147.885,147.92194733,1,1,105683.31118114562,13.580331201854278,105696.89151234747,0.0004680679211883515
2019-12-02 14:46:00,148.22,148.23,148.22,147.89346611059628,313.551,0.19726471,27.895504431138768,2.36587058,0.0427393,0.21,0.02888105,0.25025364,59.93583803,100.0,80.76923077,-0.0025361872711042,6.12949093,-19.23076923,148.0038773295781,148.06933333,0.29577465,147.89346611,0.37362379,148.07,148.1144887,1,0,105595.93480296574,13.580331201854278,105609.5151341676,-0.0008266693270697539
2019-12-02 15:27:00,147.99,147.99,147.82,148.14653429589697,184.736,-0.42655882,-34.841520553485736,-2.40122978,-0.14622403,-0.49,-0.09871299,-0.3437816,36.02198238,0.0,15.15151515,-0.0032883311495748,-22.3169464,-84.84848485,148.16759648304856,147.86488889,0.67123288,148.1465343,0.38878897,148.185,147.98551143,1,0,105776.62548727043,13.580331201854278,105790.20581847228,0.0017109318613492113
2019-12-02 19:20:00,147.43,147.43,147.25,147.06881856,258.195,-0.04355882,2.875734468987199,0.34981567,-0.05112332,-0.01,-0.03469396,-0.081378,48.70893739,97.16,59.18367347,-0.0074913073959906,-11.86849686,-40.81632653,147.4794352996084,147.28888889,0.01754386,147.06881856,0.367328,147.38,147.24960619,-1,-1,-105007.13645184001,210027.85323488188,105020.71678304188,-0.007273726612752706
